name,description,price,category,stock
"Mouse Gaming","Producto de alta calidad para uso profesional",136.24,Audio,404
"Mouse Gaming","Producto de alta calidad para uso profesional",262.03,Redes,310
"Router Plus","Producto de alta calidad para uso profesional",143.46,Perifericos,205
"Tablet Gaming","Producto de alta calidad para uso profesional",843.68,Redes,198
"Router Smart","Producto de alta calidad para uso profesional",719.45,Computadoras,141
"Teclado Gaming","Producto de alta calidad para uso profesional",1018.26,Redes,360
"Monitor Smart","Producto de alta calidad para uso profesional",1650.94,Redes,483
"Impresora Smart","Producto de alta calidad para uso profesional",939.73,Audio,13
"SSD Lite","Producto de alta calidad para uso profesional",1502.25,Redes,150
"Mouse Elite","Producto de alta calidad para uso profesional",120.25,Computadoras,400
"SSD Pro","Producto de alta calidad para uso profesional",544.12,Redes,296
"Impresora Plus","Producto de alta calidad para uso profesional",1256.54,Redes,39
"Impresora Smart","Producto de alta calidad para uso profesional",1947.84,Computadoras,266
"Monitor Smart","Producto de alta calidad para uso profesional",133.49,Computadoras,493
"Webcam Office","Producto de alta calidad para uso profesional",1489.37,Audio,483
"Webcam Premium","Producto de alta calidad para uso profesional",833.84,Computadoras,25
"Mouse Premium","Producto de alta calidad para uso profesional",38.74,Audio,171
"Impresora Elite","Producto de alta calidad para uso profesional",400.33,Audio,290
"Webcam Pro","Producto de alta calidad para uso profesional",972.15,Redes,96
"Router Plus","Producto de alta calidad para uso profesional",1977.04,Redes,112
"Teclado Smart","Producto de alta calidad para uso profesional",536.89,Computadoras,124
"Monitor Pro","Producto de alta calidad para uso profesional",869.81,Audio,127
"Router Gaming","Producto de alta calidad para uso profesional",1307.28,Audio,69
"Auriculares Lite","Producto de alta calidad para uso profesional",1317.11,Computadoras,299
"Mouse Ultra","Producto de alta calidad para uso profesional",1636.04,Audio,115
"Auriculares Max","Producto de alta calidad para uso profesional",924.66,Audio,69
"Laptop Pro","Producto de alta calidad para uso profesional",1263.36,Audio,448
"SSD Lite","Producto de alta calidad para uso profesional",192.12,Perifericos,24
"Laptop Smart","Producto de alta calidad para uso profesional",1322.68,Perifericos,378
"Laptop Plus","Producto de alta calidad para uso profesional",1370.68,Redes,260
"Teclado Ultra","Producto de alta calidad para uso profesional",1540.33,Perifericos,433
"Mouse Smart","Producto de alta calidad para uso profesional",376.66,Audio,476
"Laptop Pro","Producto de alta calidad para uso profesional",446.65,Almacenamiento,56
"Impresora Max","Producto de alta calidad para uso profesional",312.08,Redes,487
"Monitor Elite","Producto de alta calidad para uso profesional",361.16,Perifericos,279
"Laptop Smart","Producto de alta calidad para uso profesional",1994.71,Perifericos,290
"SSD Elite","Producto de alta calidad para uso profesional",1938.52,Audio,96
"Laptop Elite","Producto de alta calidad para uso profesional",1653.71,Redes,429
"Monitor Ultra","Producto de alta calidad para uso profesional",1096.19,Redes,379
"Auriculares Lite","Producto de alta calidad para uso profesional",304.68,Perifericos,451
"Teclado Plus","Producto de alta calidad para uso profesional",1368.41,Redes,335
"Laptop Lite","Producto de alta calidad para uso profesional",1087.64,Computadoras,56
"Laptop Max","Producto de alta calidad para uso profesional",1183.97,Almacenamiento,286
"Webcam Smart","Producto de alta calidad para uso profesional",372.49,Redes,438
"Auriculares Max","Producto de alta calidad para uso profesional",780.31,Perifericos,168
"Tablet Plus","Producto de alta calidad para uso profesional",1517.03,Computadoras,444
"SSD Plus","Producto de alta calidad para uso profesional",533.18,Perifericos,389
"Laptop Max","Producto de alta calidad para uso profesional",120.07,Redes,204
"Mouse Premium","Producto de alta calidad para uso profesional",236.45,Redes,10
"Laptop Ultra","Producto de alta calidad para uso profesional",1634.98,Perifericos,387
"Monitor Pro","Producto de alta calidad para uso profesional",1378.13,Audio,399
"Tablet Lite","Producto de alta calidad para uso profesional",1501.85,Almacenamiento,116
"Monitor Smart","Producto de alta calidad para uso profesional",409.03,Almacenamiento,199
"Webcam Plus","Producto de alta calidad para uso profesional",1779.44,Computadoras,117
"Impresora Premium","Producto de alta calidad para uso profesional",1055.06,Computadoras,340
"Impresora Lite","Producto de alta calidad para uso profesional",611.37,Perifericos,490
"Laptop Ultra","Producto de alta calidad para uso profesional",289.95,Almacenamiento,22
"Router Pro","Producto de alta calidad para uso profesional",138.32,Redes,136
"Teclado Elite","Producto de alta calidad para uso profesional",886.76,Almacenamiento,227
"Mouse Max","Producto de alta calidad para uso profesional",243.59,Audio,174
"Mouse Smart","Producto de alta calidad para uso profesional",1625.25,Computadoras,92
"Webcam Pro","Producto de alta calidad para uso profesional",420.42,Audio,108
"Mouse Elite","Producto de alta calidad para uso profesional",651.09,Audio,231
"Monitor Elite","Producto de alta calidad para uso profesional",756.13,Perifericos,389
"SSD Pro","Producto de alta calidad para uso profesional",697.46,Redes,177
"Tablet Elite","Producto de alta calidad para uso profesional",338.80,Computadoras,63
"Mouse Gaming","Producto de alta calidad para uso profesional",52.72,Computadoras,448
"Webcam Smart","Producto de alta calidad para uso profesional",1254.15,Audio,353
"Teclado Pro","Producto de alta calidad para uso profesional",1857.99,Perifericos,79
"Laptop Plus","Producto de alta calidad para uso profesional",1553.23,Audio,317
"Laptop Pro","Producto de alta calidad para uso profesional",1148.13,Computadoras,298
"Laptop Plus","Producto de alta calidad para uso profesional",589.45,Computadoras,391
"Webcam Smart","Producto de alta calidad para uso profesional",881.77,Computadoras,8
"Mouse Office","Producto de alta calidad para uso profesional",1467.03,Almacenamiento,39
"Mouse Premium","Producto de alta calidad para uso profesional",281.04,Audio,182
"Teclado Ultra","Producto de alta calidad para uso profesional",1533.98,Computadoras,99
"Impresora Premium","Producto de alta calidad para uso profesional",67.83,Perifericos,171
"Teclado Premium","Producto de alta calidad para uso profesional",1931.92,Perifericos,6
"Laptop Ultra","Producto de alta calidad para uso profesional",639.22,Audio,219
"Mouse Premium","Producto de alta calidad para uso profesional",221.87,Redes,493
"Laptop Ultra","Producto de alta calidad para uso profesional",1203.16,Redes,161
"Webcam Elite","Producto de alta calidad para uso profesional",981.58,Audio,283
"Impresora Lite","Producto de alta calidad para uso profesional",1873.92,Perifericos,97
"Teclado Plus","Producto de alta calidad para uso profesional",1971.90,Audio,421
"Webcam Smart","Producto de alta calidad para uso profesional",911.72,Almacenamiento,319
"Mouse Max","Producto de alta calidad para uso profesional",1780.53,Computadoras,423
"Mouse Elite","Producto de alta calidad para uso profesional",1970.09,Redes,255
"Router Lite","Producto de alta calidad para uso profesional",1124.33,Almacenamiento,131
"Teclado Ultra","Producto de alta calidad para uso profesional",956.95,Almacenamiento,341
"Teclado Office","Producto de alta calidad para uso profesional",1430.48,Perifericos,115
"Teclado Plus","Producto de alta calidad para uso profesional",118.73,Redes,357
"Impresora Plus","Producto de alta calidad para uso profesional",521.95,Computadoras,386
"Webcam Gaming","Producto de alta calidad para uso profesional",1464.26,Computadoras,55
"Laptop Max","Producto de alta calidad para uso profesional",1660.43,Redes,500
"Auriculares Plus","Producto de alta calidad para uso profesional",803.18,Computadoras,388
"SSD Office","Producto de alta calidad para uso profesional",375.37,Computadoras,211
"Impresora Pro","Producto de alta calidad para uso profesional",1109.13,Computadoras,179
"Webcam Plus","Producto de alta calidad para uso profesional",1310.12,Redes,287
"SSD Gaming","Producto de alta calidad para uso profesional",1107.11,Audio,335
"Router Premium","Producto de alta calidad para uso profesional",1736.59,Computadoras,101
"Laptop Smart","Producto de alta calidad para uso profesional",1997.95,Computadoras,71
"SSD Elite","Producto de alta calidad para uso profesional",1318.96,Computadoras,128
"Laptop Elite","Producto de alta calidad para uso profesional",855.68,Redes,447
"Mouse Plus","Producto de alta calidad para uso profesional",903.22,Almacenamiento,460
"Monitor Premium","Producto de alta calidad para uso profesional",1781.11,Perifericos,333
"Webcam Pro","Producto de alta calidad para uso profesional",43.88,Audio,286
"Teclado Lite","Producto de alta calidad para uso profesional",1650.56,Redes,265
"Webcam Office","Producto de alta calidad para uso profesional",267.78,Almacenamiento,77
"Mouse Ultra","Producto de alta calidad para uso profesional",1232.13,Audio,390
"Laptop Ultra","Producto de alta calidad para uso profesional",1040.31,Perifericos,327
"Laptop Plus","Producto de alta calidad para uso profesional",925.96,Almacenamiento,419
"Teclado Max","Producto de alta calidad para uso profesional",1553.11,Almacenamiento,408
"Webcam Elite","Producto de alta calidad para uso profesional",912.36,Perifericos,177
"Mouse Office","Producto de alta calidad para uso profesional",1929.83,Computadoras,387
"Router Plus","Producto de alta calidad para uso profesional",1535.67,Audio,230
"Impresora Smart","Producto de alta calidad para uso profesional",1914.90,Almacenamiento,432
"Impresora Gaming","Producto de alta calidad para uso profesional",638.25,Almacenamiento,359
"Webcam Lite","Producto de alta calidad para uso profesional",546.92,Computadoras,236
"Auriculares Gaming","Producto de alta calidad para uso profesional",310.19,Perifericos,459
"Impresora Pro","Producto de alta calidad para uso profesional",957.36,Almacenamiento,389
"Teclado Lite","Producto de alta calidad para uso profesional",1026.88,Computadoras,73
"Teclado Plus","Producto de alta calidad para uso profesional",424.77,Audio,78
"Monitor Gaming","Producto de alta calidad para uso profesional",1439.39,Redes,437
"Tablet Lite","Producto de alta calidad para uso profesional",1025.83,Redes,387
"Webcam Max","Producto de alta calidad para uso profesional",1096.06,Audio,31
"Teclado Premium","Producto de alta calidad para uso profesional",947.17,Perifericos,31
"Auriculares Premium","Producto de alta calidad para uso profesional",58.23,Audio,319
"Auriculares Max","Producto de alta calidad para uso profesional",1923.48,Audio,426
"Webcam Premium","Producto de alta calidad para uso profesional",1677.26,Audio,209
"Monitor Plus","Producto de alta calidad para uso profesional",248.95,Almacenamiento,399
"Mouse Lite","Producto de alta calidad para uso profesional",22.34,Audio,201
"Auriculares Plus","Producto de alta calidad para uso profesional",715.24,Perifericos,266
"Impresora Smart","Producto de alta calidad para uso profesional",1563.28,Perifericos,295
"Teclado Ultra","Producto de alta calidad para uso profesional",1792.79,Redes,24
"Tablet Max","Producto de alta calidad para uso profesional",1895.81,Almacenamiento,111
"Router Plus","Producto de alta calidad para uso profesional",1563.08,Computadoras,371
"Teclado Pro","Producto de alta calidad para uso profesional",1407.49,Audio,444
"Impresora Elite","Producto de alta calidad para uso profesional",1963.80,Audio,144
"Mouse Lite","Producto de alta calidad para uso profesional",235.78,Perifericos,391
"Monitor Plus","Producto de alta calidad para uso profesional",1671.61,Redes,25
"SSD Ultra","Producto de alta calidad para uso profesional",1958.66,Almacenamiento,465
"Monitor Smart","Producto de alta calidad para uso profesional",1726.69,Redes,180
"Teclado Lite","Producto de alta calidad para uso profesional",1167.00,Computadoras,490
"Impresora Elite","Producto de alta calidad para uso profesional",641.55,Perifericos,80
"Webcam Ultra","Producto de alta calidad para uso profesional",1733.02,Computadoras,494
"Impresora Elite","Producto de alta calidad para uso profesional",1532.03,Perifericos,26
"SSD Elite","Producto de alta calidad para uso profesional",1545.12,Audio,161
"Mouse Pro","Producto de alta calidad para uso profesional",1241.65,Computadoras,312
"Auriculares Office","Producto de alta calidad para uso profesional",1015.67,Audio,452
"Webcam Premium","Producto de alta calidad para uso profesional",1749.66,Computadoras,2
"Webcam Elite","Producto de alta calidad para uso profesional",498.91,Audio,299
"Laptop Smart","Producto de alta calidad para uso profesional",456.51,Perifericos,377
